"trigger_API","trigger_package","API","package","related_package_version","error_type","error_description"
"transformers.T5Tokenizer","transformers","transformers.T5Tokenizer","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'T5Tokenizer' from 'transformers'"
"transformers.ElectraTokenizer","transformers","transformers.ElectraTokenizer","transformers","[{""package"": ""transformers"", ""version"": ""2.3.0""}]","ImportError","ImportError: cannot import name 'ElectraTokenizer' from 'transformers'"
"transformers.ElectraTokenizer","transformers","transformers.ElectraTokenizer","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'ElectraTokenizer' from 'transformers'"
"sklearn.preprocessing.OrdinalEncoder","scikit-learn","sklearn.preprocessing.OrdinalEncoder","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes 1 positional argument but 2 positional arguments (and 1 keyword-only argument) were given"
"sklearn.model_selection.KFold","scikit-learn","sklearn.model_selection.KFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes from 1 to 2 positional arguments but 4 were given"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.22""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.22.1""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.23.2""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.24.2""}]","TypeError","TypeError: split() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.22""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.22.1""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'shuffle'"
"sklearn.model_selection.StratifiedKFold","scikit-learn","sklearn.model_selection.StratifiedKFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'shuffle'"
"sklearn.naive_bayes.CategoricalNB","sklearn","sklearn.naive_bayes.CategoricalNB","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","ImportError","ImportError: cannot import name 'CategoricalNB' from 'sklearn.naive_bayes'"
"sklearn.naive_bayes.CategoricalNB","sklearn","sklearn.naive_bayes.CategoricalNB","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","ImportError","ImportError: cannot import name 'CategoricalNB' from 'sklearn.naive_bayes'"
"sklearn.metrics.plot_roc_curve","sklearn","sklearn.metrics.plot_roc_curve","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","ImportError","ImportError: cannot import name 'plot_roc_curve' from 'sklearn.metrics'"
"sklearn.metrics.plot_roc_curve","sklearn","sklearn.metrics.plot_roc_curve","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","ImportError","ImportError: cannot import name 'plot_roc_curve' from 'sklearn.metrics'"
"sklearn.preprocessing.Imputer","sklearn","sklearn.preprocessing.Imputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.22""}]","ImportError","ImportError: cannot import name 'Imputer' from 'sklearn.preprocessing'"
"sklearn.preprocessing.Imputer","sklearn","sklearn.preprocessing.Imputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.22.1""}]","ImportError","ImportError: cannot import name 'Imputer' from 'sklearn.preprocessing'"
"sklearn.preprocessing.Imputer","sklearn","sklearn.preprocessing.Imputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.23.2""}]","ImportError","ImportError: cannot import name 'Imputer' from 'sklearn.preprocessing'"
"sklearn.preprocessing.Imputer","sklearn","sklearn.preprocessing.Imputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.24.2""}]","ImportError","ImportError: cannot import name 'Imputer' from 'sklearn.preprocessing'"
"nltk.corpus.stopwords.words","nltk","nltk.corpus.stopwords.words","nltk","[{""package"": ""nltk"", ""version"": ""3.6.2""}]","TypeError","TypeError: sequence item 0: expected str instance, float found"
"tensorflow.keras.layers.TextVectorization","tensorflow","tensorflow.keras.layers.TextVectorization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.4.1""}]","AttributeError","AttributeError: module 'tensorflow.keras.layers' has no attribute 'TextVectorization'"
"tensorflow.keras.layers.TextVectorization","tensorflow","tensorflow.keras.layers.TextVectorization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow.keras.layers' has no attribute 'TextVectorization'"
"tensorflow.keras.layers.TextVectorization","tensorflow","tensorflow.keras.layers.TextVectorization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow.keras.layers' has no attribute 'TextVectorization'"
"tensorflow.keras.layers.TextVectorization","tensorflow","tensorflow.python.keras.api._v1.keras.layers.TextVectorization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.14.0""}]","AttributeError","AttributeError: module 'tensorflow.python.keras.api._v1.keras.layers' has no attribute 'TextVectorization'"
"tensorflow._api.v1.keras.layers.TextVectorization","tensorflow","tensorflow._api.v1.keras.layers.TextVectorization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.13.1""}]","AttributeError","AttributeError: module 'tensorflow._api.v1.keras.layers' has no attribute 'TextVectorization'"
"sklearn.naive_bayes.ComplementNB","sklearn","sklearn.naive_bayes.ComplementNB","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","ImportError","ImportError: cannot import name 'ComplementNB' from 'sklearn.naive_bayes'"
"transformers.get_linear_schedule_with_warmup","transformers","transformers.get_linear_schedule_with_warmup","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'get_linear_schedule_with_warmup' from 'transformers'"
"sklearn.utils.class_weight.compute_class_weight","scikit-learn","sklearn.utils.class_weight.compute_class_weight","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: compute_class_weight() takes 1 positional argument but 3 were given"
"tensorflow._api.v2.nn.gelu","tensorflow","tensorflow._api.v2.nn.gelu","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'tensorflow._api.v2.nn' has no attribute 'gelu'"
"tensorflow._api.v2.nn.gelu","tensorflow","tensorflow._api.v2.nn.gelu","tensorflow","[{""package"": ""tensorflow"", ""version"": ""2.2.0""}]","AttributeError","AttributeError: module 'tensorflow._api.v2.nn' has no attribute 'gelu'"
"tensorflow.nn.gelu","tensorflow","tensorflow._api.v1.nn.gelu","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.14.0""}]","AttributeError","AttributeError: module 'tensorflow._api.v1.nn' has no attribute 'gelu'"
"tensorflow._api.v1.keras.layers.LayerNormalization","tensorflow","tensorflow._api.v1.keras.layers.LayerNormalization","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.13.1""}]","AttributeError","AttributeError: module 'tensorflow._api.v1.keras.layers' has no attribute 'LayerNormalization'"
"transformers.","transformers","transformers.get_scheduler","transformers","[{""package"": ""transformers"", ""version"": ""2.3.0""}]","ImportError","ImportError: cannot import name 'get_scheduler' from 'transformers'"
"transformers.","transformers","transformers.get_scheduler","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'get_scheduler' from 'transformers'"
"transformers.DistilBertTokenizerFast","transformers","transformers.DistilBertTokenizerFast","transformers","[{""package"": ""transformers"", ""version"": ""2.3.0""}]","ImportError","ImportError: cannot import name 'DistilBertTokenizerFast' from 'transformers'"
"transformers.DistilBertTokenizerFast","transformers","transformers.DistilBertTokenizerFast","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'DistilBertTokenizerFast' from 'transformers'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.7.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.15.0.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.14.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.13.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.12.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"mlxtend.classifier.StackingCVClassifier","mlxtend","sklearn.externals.six","sklearn","[{""package"": ""mlxtend"", ""version"": ""0.10.0""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"gensim.models.Word2Vec","gensim","gensim.models.Word2Vec","gensim","[{""package"": ""gensim"", ""version"": ""4.0.1""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'size'"
"sklearn.naive_bayes.MultinomialNB","scikit-learn","sklearn.naive_bayes.MultinomialNB","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes 1 positional argument but 2 were given"
"transformers.Trainer","transformers","transformers.Trainer","transformers","[{""package"": ""transformers"", ""version"": ""2.3.0""}]","ImportError","ImportError: cannot import name 'Trainer' from 'transformers'"
"transformers.Trainer","transformers","transformers.Trainer","transformers","[{""package"": ""transformers"", ""version"": ""2.1.1""}]","ImportError","ImportError: cannot import name 'Trainer' from 'transformers'"
"sklearn.svm.SVC","scikit-learn","sklearn.svm.SVC","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes 1 positional argument but 2 positional arguments (and 1 keyword-only argument) were given"
"spacy.lang.en.stop_words.STOP_WORDS.add","spacy","spacy.lang.en.stop_words.STOP_WORDS.add","spacy","[{""package"": ""spacy"", ""version"": ""3.0.6""}]","TypeError","TypeError: add() takes exactly 2 positional arguments (3 given)"
"pymc3.__init__.<module>","pymc3","arviz.geweke","arviz","[{""package"": ""pymc3"", ""version"": ""3.9.3""}, {""package"": ""arviz"", ""version"": ""0.11.4""}]","AttributeError","AttributeError: module 'arviz' has no attribute 'geweke'"
"pymc3.__init__.<module>","pymc3","arviz.geweke","arviz","[{""package"": ""pymc3"", ""version"": ""3.8""}, {""package"": ""arviz"", ""version"": ""0.11.4""}]","AttributeError","AttributeError: module 'arviz' has no attribute 'geweke'"
"sklearn.ensemble.VotingRegressor","sklearn","sklearn.ensemble.VotingRegressor","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","ImportError","ImportError: cannot import name 'VotingRegressor' from 'sklearn.ensemble'"
"sklearn.ensemble.VotingRegressor","sklearn","sklearn.ensemble.VotingRegressor","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","ImportError","ImportError: cannot import name 'VotingRegressor' from 'sklearn.ensemble'"
"catboost.CatBoostRegressor","catboost",".._catboost",,"[{""package"": ""catboost"", ""version"": ""0.15.2""}]","ImportError","ImportError: DLL load failed: 页面文件太小，无法完成操作。"
"catboost.CatBoostRegressor","catboost",".._catboost",,"[{""package"": ""catboost"", ""version"": ""0.23.2""}]","ImportError","ImportError: DLL load failed: 页面文件太小，无法完成操作。"
"sklearn.ensemble.StackingRegressor","sklearn","sklearn.ensemble.StackingRegressor","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","ImportError","ImportError: cannot import name 'StackingRegressor' from 'sklearn.ensemble'"
"sklearn.ensemble.StackingRegressor","sklearn","sklearn.ensemble.StackingRegressor","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","ImportError","ImportError: cannot import name 'StackingRegressor' from 'sklearn.ensemble'"
"sklearn.ensemble.StackingRegressor","sklearn","sklearn.ensemble.StackingRegressor","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","ImportError","ImportError: cannot import name 'StackingRegressor' from 'sklearn.ensemble'"
"catboost.CatBoostRegressor","catboost","catboost.CatBoostRegressor","catboost","[{""package"": ""catboost"", ""version"": ""0.12.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"catboost.CatBoostRegressor","catboost","catboost.CatBoostRegressor","catboost","[{""package"": ""catboost"", ""version"": ""0.10.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"sklearn.metrics.plot_roc_curve","sklearn","sklearn.metrics.plot_roc_curve","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","ImportError","ImportError: cannot import name 'plot_roc_curve' from 'sklearn.metrics'"
"optuna.study._optimize._run_trial","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.study.study.optimize","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.study._optimize._run_trial","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.study.study.optimize","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.study._optimize._run_trial","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.study.study.optimize","optuna","sklearn.metrics.mean_squared_error","scikit-learn","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","TypeError","TypeError: mean_squared_error() got an unexpected keyword argument 'squared'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.10.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.9.1""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.8.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.7.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.6.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.5.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.4.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"optuna.integration.lightgbm.Dataset","optuna","optuna.integration.lightgbm.Dataset","optuna","[{""package"": ""optuna"", ""version"": ""2.3.0""}]","AttributeError","AttributeError: module 'optuna.integration.lightgbm' has no attribute 'Dataset'"
"sklearn.model_selection.KFold","scikit-learn","sklearn.model_selection.KFold","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() takes from 1 to 2 positional arguments but 3 positional arguments (and 1 keyword-only argument) were given"
"category_encoders.james_stein","category_encoders","category_encoders.james_stein","category_encoders","[{""package"": ""category_encoders"", ""version"": ""1.3.0""}]","AttributeError","AttributeError: module 'category_encoders' has no attribute 'james_stein'"
"category_encoders.CatBoostEncoder","category_encoders","category_encoders.CatBoostEncoder","category_encoders","[{""package"": ""category_encoders"", ""version"": ""1.3.0""}]","AttributeError","AttributeError: module 'category_encoders' has no attribute 'CatBoostEncoder'"
"catboost.CatBoostClassifier","catboost","catboost.CatBoostClassifier","catboost","[{""package"": ""catboost"", ""version"": ""0.12.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"catboost.CatBoostClassifier","catboost","catboost.CatBoostClassifier","catboost","[{""package"": ""catboost"", ""version"": ""0.10.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"imblearn.pipeline.Pipeline","imblearn","sklearn.externals.six","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.4.3""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"imblearn.pipeline.Pipeline","imblearn","sklearn.externals.six","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.3.3""}, {""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"optuna.study._optimize._run_trial","optuna","catboost.CatBoostClassifier","catboost","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""catboost"", ""version"": ""0.12.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"optuna.study.study.optimize","optuna","catboost.CatBoostClassifier","catboost","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""catboost"", ""version"": ""0.12.2""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"optuna.study._optimize._run_trial","optuna","catboost.CatBoostClassifier","catboost","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""catboost"", ""version"": ""0.10.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"optuna.study.study.optimize","optuna","catboost.CatBoostClassifier","catboost","[{""package"": ""optuna"", ""version"": ""2.10.0""}, {""package"": ""catboost"", ""version"": ""0.10.3""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_data_in_leaf'"
"eli5.show_weights","eli5","eli5.show_weights","eli5","[{""package"": ""eli5"", ""version"": ""0.11.0""}]","AttributeError","AttributeError: module 'eli5' has no attribute 'show_weights'"
"sklearn.ensemble.HistGradientBoostingClassifier","sklearn","sklearn.ensemble.HistGradientBoostingClassifier","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.24.2""}]","ImportError","ImportError: cannot import name 'HistGradientBoostingClassifier' from 'sklearn.ensemble'"
"sklearn.impute.KNNImputer","sklearn","sklearn.impute.KNNImputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","ImportError","ImportError: cannot import name 'KNNImputer' from 'sklearn.impute'"
"sklearn.impute.KNNImputer","sklearn","sklearn.impute.KNNImputer","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","ImportError","ImportError: cannot import name 'KNNImputer' from 'sklearn.impute'"
"sklearn.ensemble.GradientBoostingClassifier","scikit-learn","sklearn.ensemble.GradientBoostingClassifier","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""1.0.1""}]","TypeError","TypeError: __init__() got an unexpected keyword argument 'min_impurity_split'"
"matplotlib.pyplot.show","matplotlib","matplotlib.pyplot.show","matplotlib","[{""package"": ""matplotlib"", ""version"": ""3.3.4""}]","TypeError","TypeError: info() got an unexpected keyword argument 'show_counts'"
"sklearn.experimental.enable_halving_search_cv","sklearn","sklearn.experimental.enable_halving_search_cv","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.23.2""}]","ImportError","ImportError: cannot import name 'enable_halving_search_cv' from 'sklearn.experimental'"
"sklearn.experimental.enable_halving_search_cv","sklearn","sklearn.experimental.enable_halving_search_cv","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.22.1""}]","ImportError","ImportError: cannot import name 'enable_halving_search_cv' from 'sklearn.experimental'"
"sklearn.experimental.enable_halving_search_cv","sklearn","sklearn.experimental.enable_halving_search_cv","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.22""}]","ImportError","ImportError: cannot import name 'enable_halving_search_cv' from 'sklearn.experimental'"
"sklearn.experimental.enable_halving_search_cv","sklearn","sklearn.experimental.enable_halving_search_cv","sklearn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","ImportError","ImportError: cannot import name 'enable_halving_search_cv' from 'sklearn.experimental'"
"catboost.CatBoostClassifier","catboost",".._catboost",,"[{""package"": ""catboost"", ""version"": ""0.23.2""}]","ImportError","ImportError: DLL load failed: 页面文件太小，无法完成操作。"
"catboost.CatBoostClassifier","catboost",".._catboost",,"[{""package"": ""catboost"", ""version"": ""0.15.2""}]","ImportError","ImportError: DLL load failed: 页面文件太小，无法完成操作。"
"catboost.CatBoostClassifier","catboost",".._catboost",,"[{""package"": ""catboost"", ""version"": ""1.0.3""}]","ImportError","ImportError: DLL load failed: 页面文件太小，无法完成操作。"
"imblearn.over_sampling.SMOTE","imblearn","sklearn.externals.six","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.4.3""}, {""package"": ""scikit-learn"", ""version"": ""0.24.2""}]","ImportError","ImportError: cannot import name 'six' from 'sklearn.externals'"
"imblearn.over_sampling.SMOTE","imblearn","sklearn.utils.safe_indexing","sklearn","[{""package"": ""imbalanced-learn"", ""version"": ""0.3.3""}, {""package"": ""scikit-learn"", ""version"": ""0.24.2""}]","ImportError","ImportError: cannot import name 'safe_indexing' from 'sklearn.utils'"
"tensorflow.keras.losses.SparseCategoricalCrossentropy","tensorflow","tensorflow.keras.losses.SparseCategoricalCrossentropy","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.13.1""}]","ImportError","ImportError: cannot import name 'SparseCategoricalCrossentropy' from 'tensorflow.keras.losses'"
"sklearn.metrics.roc_auc_score","scikit-learn","sklearn.metrics.roc_auc_score","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.21.3""}]","TypeError","TypeError: roc_auc_score() got an unexpected keyword argument 'multi_class'"
"sklearn.metrics.roc_auc_score","scikit-learn","sklearn.metrics.roc_auc_score","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.20.3""}]","TypeError","TypeError: roc_auc_score() got an unexpected keyword argument 'multi_class'"
"sklearn.metrics.roc_auc_score","scikit-learn","sklearn.metrics.roc_auc_score","scikit-learn","[{""package"": ""scikit-learn"", ""version"": ""0.19.2""}]","TypeError","TypeError: roc_auc_score() got an unexpected keyword argument 'multi_class'"
"tensorflow.random.set_seed","tensorflow","tensorflow.random.set_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.15.2""}]","ImportError","ImportError: cannot import name 'set_seed' from 'tensorflow.random'"
"tensorflow.random.set_seed","tensorflow","tensorflow.random.set_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.14.0""}]","ImportError","ImportError: cannot import name 'set_seed' from 'tensorflow.random'"
"tensorflow.random.set_seed","tensorflow","tensorflow.random.set_seed","tensorflow","[{""package"": ""tensorflow"", ""version"": ""1.13.1""}]","ImportError","ImportError: cannot import name 'set_seed' from 'tensorflow.random'"
"ggplot.__init__.<module>","ggplot","pandas.tslib","pandas","[{""package"": ""ggplot"", ""version"": ""0.11.5""}, {""package"": ""pandas"", ""version"": ""1.2.4""}]","AttributeError","AttributeError: module 'pandas' has no attribute 'tslib'"
"lightgbm.log_evaluation","lightgbm","lightgbm.log_evaluation","lightgbm","[{""package"": ""lightgbm"", ""version"": ""3.2.1""}]","AttributeError","AttributeError: module 'lightgbm' has no attribute 'log_evaluation'"
"lightgbm.log_evaluation","lightgbm","lightgbm.log_evaluation","lightgbm","[{""package"": ""lightgbm"", ""version"": ""3.1.1""}]","AttributeError","AttributeError: module 'lightgbm' has no attribute 'log_evaluation'"
"lightgbm.log_evaluation","lightgbm","lightgbm.log_evaluation","lightgbm","[{""package"": ""lightgbm"", ""version"": ""3.0.0""}]","AttributeError","AttributeError: module 'lightgbm' has no attribute 'log_evaluation'"
"lightgbm.log_evaluation","lightgbm","lightgbm.log_evaluation","lightgbm","[{""package"": ""lightgbm"", ""version"": ""2.3.1""}]","AttributeError","AttributeError: module 'lightgbm' has no attribute 'log_evaluation'"
