"api","lib","label","num"
"torch.einsum.unsqueeze","torch","MT",
"torch.einsum.unsqueeze.unsqueeze","torch","MT",
"torch.einsum.view","torch","MT",
"torch.empty","torch","DCL","15"
"torch.empty_like","torch","DCL","7"
"torch.enable_grad","torch","MT",
"torch.eq","torch","MT","6"
"torch.eq.all","torch","MT",
"torch.eq.all.item","torch","MT",
"torch.eq.long.sum.item","torch","MT",
"torch.eq.squeeze_","torch","MT",
"torch.eq.sum","torch","MT",
"torch.eq.to","torch","MT",
"torch.eq.type_as","torch","MT",
"torch.eq.view","torch","MT",
"torch.equal","torch","DCL","2"
"torch.erf","torch","MT",
"torch.exp","torch","DCL","159"
"torch.exp.clamp_","torch","MT",
"torch.exp.cpu.numpy","torch","MT",
"torch.exp.data.cpu.numpy","torch","MT",
"torch.exp.detach","torch","MT",
"torch.exp.item","torch","MT",
"torch.exp.mul","torch","MT",
"torch.exp.sum","torch","MT",
"torch.exp.unsqueeze","torch","MT",
"torch.exp.view","torch","MT",
"torch.expand_dims","torch","DCL","1"
"torch.eye","torch","DCL","20"
"torch.eye.byte","torch","MT",
"torch.eye.byte.to","torch","MT",
"torch.eye.cuda","torch","MT",
"torch.eye.double","torch","MT",
"torch.eye.expand","torch","MT",
"torch.eye.expand_as","torch","MT",
"torch.eye.max","torch","MT",
"torch.eye.mul","torch","MT",
"torch.eye.mul_","torch","MT",
"torch.eye.requires_grad_","torch","MT",
"torch.eye.reshape","torch","MT",
"torch.eye.to","torch","MT",
"torch.eye.type_as","torch","MT",
"torch.eye.type_as.unsqueeze.repeat","torch","MT",
"torch.eye.unsqueeze","torch","MT",
"torch.eye.unsqueeze.expand","torch","MT",
"torch.eye.unsqueeze.repeat.mul","torch","MT",
"torch.eye.unsqueeze.repeat.view","torch","MT",
"torch.eye.unsqueeze_","torch","MT",
"torch.eye.unsqueeze_.unsqueeze_","torch","MT",
"torch.eye.view","torch","MT",
"torch.eye.view.repeat","torch","MT",
"torch.eye.view.repeat.mul","torch","MT",
"torch.eye.view.repeat.type","torch","MT",
"torch.fill_","torch","DCL","1"
"torch.flatten","torch","MT","59"
"torch.flip","torch","FE","62"
"torch.FloatTensor","torch","DCL","182"
"torch.FloatTensor.","torch","MT",
"torch.FloatTensor.copy_","torch","MT",
"torch.FloatTensor.cuda","torch","MT",
"torch.FloatTensor.cuda.long","torch","MT",
"torch.FloatTensor.data.normal_.to","torch","MT",
"torch.FloatTensor.fill_","torch","MT",
"torch.FloatTensor.fill_.cuda","torch","MT",
"torch.FloatTensor.float","torch","MT",
"torch.FloatTensor.mean","torch","MT",
"torch.FloatTensor.normal_","torch","MT",
"torch.FloatTensor.permute","torch","MT",
"torch.FloatTensor.pin_memory","torch","MT",
"torch.FloatTensor.repeat","torch","MT",
"torch.FloatTensor.repeat.t","torch","MT",
"torch.FloatTensor.squeeze","torch","MT",
"torch.FloatTensor.t","torch","MT",
"torch.FloatTensor.to","torch","MT",
"torch.FloatTensor.to.fill_","torch","MT",
"torch.FloatTensor.to.uniform_","torch","MT",
"torch.FloatTensor.to.view.float","torch","MT",
"torch.FloatTensor.type","torch","MT",
"torch.FloatTensor.type_as","torch","MT",
"torch.FloatTensor.uniform_.cuda","torch","MT",
"torch.FloatTensor.unsqueeze","torch","MT",
"torch.FloatTensor.unsqueeze.cuda","torch","MT",
"torch.FloatTensor.unsqueeze.expand","torch","MT",
"torch.FloatTensor.unsqueeze.unsqueeze","torch","MT",
"torch.FloatTensor.view","torch","MT",
"torch.FloatTensor.view.to","torch","MT",
"torch.FloatTensor.zero_","torch","MT",
"torch.floor","torch","MT","26"
"torch.floor.div_","torch","MT",
"torch.floor.int","torch","MT",
"torch.floor.long","torch","MT",
"torch.floor.type","torch","MT",
"torch.from_numpy","torch","DCL","425"
"torch.from_numpy.argmax","torch","MT",
"torch.from_numpy.bool","torch","MT",
"torch.from_numpy.byte","torch","MT",
"torch.from_numpy.byte.to","torch","MT",
"torch.from_numpy.clone","torch","MT",
"torch.from_numpy.clone.numpy","torch","MT",
"torch.from_numpy.contiguous.type","torch","MT",
"torch.from_numpy.cuda.float","torch","MT",
"torch.from_numpy.cuda.nonzero","torch","MT",
"torch.from_numpy.cuda.permute.unsqueeze.float","torch","MT",
"torch.from_numpy.cuda.view","torch","MT",
"torch.from_numpy.div_","torch","MT",
"torch.from_numpy.double","torch","MT",
"torch.from_numpy.double.requires_grad_","torch","MT",
"torch.from_numpy.double.reshape","torch","MT",
"torch.from_numpy.double.to","torch","MT",
"torch.from_numpy.float","torch","MT",
"torch.from_numpy.float.cuda","torch","MT",
"torch.from_numpy.float.div.unsqueeze","torch","MT",
"torch.from_numpy.float.permute","torch","MT",
"torch.from_numpy.float.to","torch","MT",
"torch.from_numpy.float.to.unsqueeze","torch","MT",
"torch.from_numpy.float.to.view","torch","MT",
"torch.from_numpy.float.transpose","torch","MT",
"torch.from_numpy.float.unsqueeze","torch","MT",
"torch.from_numpy.float.unsqueeze.to","torch","MT",
"torch.from_numpy.float.view","torch","MT",
"torch.from_numpy.float.view.to","torch","MT",
"torch.from_numpy.half","torch","MT",
"torch.from_numpy.int.cuda","torch","MT",
"torch.from_numpy.long.cuda","torch","MT",
"torch.from_numpy.long.squeeze","torch","MT",
"torch.from_numpy.long.t","torch","MT",
"torch.from_numpy.long.to","torch","MT",
"torch.from_numpy.long.view","torch","MT",
"torch.from_numpy.permute.contiguous","torch","MT",
"torch.from_numpy.permute.numpy","torch","MT",
"torch.from_numpy.permute.to","torch","MT",
"torch.from_numpy.permute.unsqueeze","torch","MT",
"torch.from_numpy.permute.unsqueeze.float","torch","MT",
"torch.from_numpy.permute.unsqueeze.float.cuda","torch","MT",
"torch.from_numpy.permute.unsqueeze_.to","torch","MT",
"torch.from_numpy.requires_grad_","torch","MT",
"torch.from_numpy.reshape","torch","MT",
"torch.from_numpy.t","torch","MT",
"torch.from_numpy.t.contiguous","torch","MT",
"torch.from_numpy.to","torch","MT",
"torch.from_numpy.to.float","torch","MT",
"torch.from_numpy.to.long","torch","MT",
"torch.from_numpy.to.permute.unsqueeze.float","torch","MT",
"torch.from_numpy.to.sub_","torch","MT",
"torch.from_numpy.to.to","torch","MT",
"torch.from_numpy.to.unbind","torch","MT",
"torch.from_numpy.topk.numpy","torch","MT",
"torch.from_numpy.type","torch","MT",
"torch.from_numpy.type.to","torch","MT",
"torch.from_numpy.type.view","torch","MT",
"torch.from_numpy.unbind","torch","MT",
"torch.from_numpy.unsqueeze","torch","MT",
"torch.from_numpy.unsqueeze.cuda","torch","MT",
"torch.from_numpy.unsqueeze.long","torch","MT",
"torch.from_numpy.unsqueeze.requires_grad_","torch","MT",
"torch.from_numpy.unsqueeze.unsqueeze","torch","MT",
"torch.from_numpy.unsqueeze.unsqueeze.expand_as","torch","MT",
"torch.from_numpy.unsqueeze_.float.to","torch","MT",
"torch.from_numpy.view","torch","MT",
"torch.from_numpy.view.float","torch","MT",
"torch.from_numpy.view.long","torch","MT",
"torch.from_numpy.view.requires_grad_.to","torch","MT",
"torch.from_numpy.view.to","torch","MT",
"torch.full","torch","DCL","5"
"torch.full.requires_grad_","torch","MT",
"torch.full.scatter_","torch","MT",
"torch.full.to","torch","MT",
"torch.full_like","torch","MT",
"torch.functional.adaptive_avg_pool2d","torch","MT","3"
"torch.functional.avg_pool2d","torch","MT","1"
"torch.functional.conv2d","torch","MT","3"
"torch.functional.dropout","torch","MT","3"
"torch.functional.log_softmax","torch","MT","1"
"torch.functional.nll_loss","torch","MT","1"
"torch.functional.pad","torch","MT","3"
"torch.functional.relu","torch","MT","1"
"torch.functional.sigmoid","torch","MT","1"
"torch.gather","torch","MT","12"
"torch.gather.contiguous","torch","MT",
"torch.gather.flatten","torch","MT",
"torch.gather.squeeze","torch","MT",
"torch.gather.unsqueeze","torch","MT",
"torch.gather.view","torch","MT",
"torch.Generator","torch","MT","5"
"torch.greater_equal","torch","MT",
"torch.gt","torch","MT","4"
"torch.gt.sum.float","torch","MT",
"torch.hstack","torch","MT","5"
"torch.hub.get_dir","torch","MT","1"
"torch.hub.list","torch","MT","1"
"torch.hub.load","torch","DCO","23"
"torch.hub.load_state_dict_from_url","torch","DCO","4"
"torch.index_select","torch","MT","9"
"torch.index_select.clone","torch","MT",
"torch.index_select.contiguous","torch","MT",
"torch.index_select.contiguous.view","torch","MT",
"torch.index_select.repeat.contiguous.view","torch","MT",
"torch.index_select.squeeze","torch","MT",
"torch.index_select.type_as","torch","MT",
"torch.index_select.unsqueeze","torch","MT",
"torch.index_select.view","torch","MT",
"torch.initial_seed","torch","MT","4"
"torch.IntTensor","torch","DCL","1"
"torch.inverse","torch","MT",
"torch.inverse.float","torch","MT",
"torch.inverse.float.view","torch","MT",
"torch.inverse.mm","torch","MT",
"torch.inverse.unsqueeze.unsqueeze.expand","torch","MT",
"torch.isclose","torch","MT",
"torch.isfinite","torch","DCL","2"
"torch.isinf","torch","DCL","6"
"torch.isnan","torch","MT","17"
"torch.isnan.all","torch","MT",
"torch.isnan.any","torch","MT",
"torch.isnan.double","torch","MT",
"torch.is_tensor","torch","DCL","63"
"torch.jit.annotate","torch","DCL","1"
"torch.jit.annotations.List.count","torch","DCL","1"
"torch.jit.is_scripting","torch","DCL","5"
"torch.jit.load","torch","DCO","32"
"torch.le","torch","MT",
"torch.le.byte.all","torch","MT",
"torch.le.to.squeeze","torch","MT",
"torch.lerp","torch","MT",
"torch.linspace","torch","MT","9"
"torch.linspace.expand_as.to","torch","MT",
"torch.linspace.long","torch","MT",
"torch.linspace.long.to","torch","MT",
"torch.linspace.repeat","torch","MT",
"torch.linspace.repeat.repeat.view.type","torch","MT",
"torch.linspace.repeat.t.repeat.view.to","torch","MT",
"torch.linspace.repeat.t.repeat.view.type","torch","MT",
"torch.linspace.repeat.view.to","torch","MT",
"torch.linspace.to","torch","MT",
"torch.linspace.type","torch","MT",
"torch.linspace.unsqueeze","torch","MT",
"torch.linspace.unsqueeze.repeat","torch","MT",
"torch.linspace.unsqueeze.repeat.view","torch","MT",
"torch.linspace.view","torch","MT",
"torch.linspace.view.expand","torch","MT",
"torch.load","torch","MT","1728"
"torch.load.cpu.detach.numpy","torch","MD",
"torch.load.cuda","torch","MD",
"torch.load.detach","torch","MD",
"torch.load.detach.cpu.numpy","torch","MD",
"torch.load.eval","torch","MD",
"torch.load.items","torch","MD",
"torch.load.module","torch","MD",
"torch.load.state_dict","torch","MD",
"torch.load.to","torch","MD",
"torch.log","torch","DCL","91"
"torch.log.data","torch","MT",
"torch.log.data.detach","torch","MT",
"torch.log.diag.sum","torch","MT",
"torch.log.mean","torch","MT",
"torch.log.squeeze","torch","MT",
"torch.log.sum","torch","MT",
"torch.log.type","torch","MT",
"torch.log.view","torch","MT",
"torch.log10","torch","DCL","10"
"torch.log10.cpu","torch","MT",
"torch.log1p","torch","MT",
"torch.log1p.mean","torch","MT",
"torch.log1p.mean.item","torch","MT",
"torch.log1p.sum","torch","MT",
"torch.log2","torch","MT","1"
"torch.log2.item","torch","MT",
"torch.logdet","torch","MT","1"
"torch.logdet.unsqueeze","torch","MT",
"torch.logical_and","torch","DCL","1"
"torch.logical_or","torch","DCL","1"
"torch.logsumexp","torch","MT","5"
"torch.log_softmax","torch","MT","3"
"torch.log_softmax.detach","torch","MT",
"torch.log_softmax.to","torch","MT",
"torch.LongTensor","torch","MT","93"
"torch.LongTensor.copy_","torch","MT",
"torch.LongTensor.cuda","torch","MT",
"torch.LongTensor.data","torch","MT",
"torch.LongTensor.expand.to","torch","MT",
"torch.LongTensor.fill_","torch","MT",
"torch.LongTensor.fix_precision.share.random_","torch","MT",
"torch.LongTensor.float","torch","MT",
"torch.LongTensor.numpy","torch","MT",
"torch.LongTensor.random_","torch","MT",
"torch.LongTensor.random_.item","torch","MT",
"torch.LongTensor.random_.to","torch","MT",
"torch.LongTensor.random_.view","torch","MT",
"torch.LongTensor.repeat","torch","MT",
"torch.LongTensor.send.child","torch","MT",
"torch.LongTensor.send.random_","torch","MT",
"torch.LongTensor.share.child","torch","MT",
"torch.LongTensor.squeeze","torch","MT",
"torch.LongTensor.t.contiguous","torch","MT",
"torch.LongTensor.to","torch","MT",
"torch.LongTensor.to.unsqueeze","torch","MT",
"torch.LongTensor.transpose","torch","MT",
"torch.LongTensor.unsqueeze.expand","torch","MT",
"torch.LongTensor.unsqueeze.to","torch","MT",
"torch.LongTensor.view","torch","MT",
"torch.LongTensor.view.to","torch","MT",
"torch.lt","torch","MT",
"torch.manual_seed","torch","MT","1286"
"torch.masked_select","torch","MT","10"
"torch.masked_select.cpu.numpy","torch","MT",
"torch.masked_select.float","torch","MT",
"torch.masked_select.long","torch","MT",
"torch.masked_select.reshape","torch","MT",
"torch.masked_select.sum","torch","MT",
"torch.masked_select.view","torch","MT",
"torch.masked_select.view.cpu","torch","MT",
"torch.masked_select.view.repeat","torch","MT",
"torch.matmul","torch","MT","71"
"torch.matmul.expand","torch","MT",
"torch.matmul.float","torch","MT",
"torch.matmul.float_prec","torch","MT",
"torch.matmul.log","torch","MT",
"torch.matmul.matmul","torch","MT",
"torch.matmul.max","torch","MT",
"torch.matmul.permute","torch","MT",
"torch.matmul.permute.contiguous.view","torch","MT",
"torch.matmul.permute.squeeze.contiguous","torch","MT",
"torch.matmul.reshape","torch","MT",
"torch.matmul.squeeze","torch","MT",
"torch.matmul.squeeze.reshape","torch","MT",
"torch.matmul.squeeze.squeeze","torch","MT",
"torch.matmul.t","torch","MT",
"torch.matmul.to","torch","MT",
"torch.matmul.transpose","torch","MT",
"torch.matmul.transpose.squeeze","torch","MT",
"torch.matmul.unsqueeze","torch","MT",
"torch.matmul.unsqueeze.expand","torch","MT",
"torch.matmul.view","torch","MT",
"torch.matmul.view.transpose","torch","MT",
"torch.matmul.view_as","torch","MT",
"torch.max","torch","DCL","424"
"torch.maximum","torch","DCL","1"
"torch.mean","torch","DCL","431"
"torch.mean.backward","torch","MT",
"torch.mean.data","torch","MT",
"torch.mean.expand_as","torch","MT",
"torch.mean.get.float_prec","torch","MT",
"torch.mean.item","torch","MT",
"torch.mean.repeat","torch","MT",
"torch.mean.reshape","torch","MT",
"torch.mean.view","torch","MT",
"torch.median","torch","DCL","5"
"torch.meshgrid","torch","DCL","6"
"torch.min","torch","MT","25"
"torch.min.flatten","torch","MT",
"torch.min.item","torch","MT",
"torch.min.mean","torch","MT",
"torch.min.unsqueeze","torch","MT",
"torch.min.view","torch","MT",
"torch.minimum","torch","DCL","1"
"torch.mm","torch","MT","83"
"torch.mm.cpu.numpy","torch","MT",
"torch.mm.detach","torch","MT",
"torch.mm.diag","torch","MT",
"torch.mm.diag.sum","torch","MT",
"torch.mm.item","torch","MT",
"torch.mm.reshape","torch","MT",
"torch.mm.squeeze","torch","MT",
"torch.mm.transpose","torch","MT",
"torch.mm.unsqueeze","torch","MT",
"torch.mm.unsqueeze.expand","torch","MT",
"torch.mm.view","torch","MT",
"torch.mul","torch","MT","30"
"torch.mul.addcdiv_","torch","MT",
"torch.mul.add_","torch","MT",
"torch.mul.div_","torch","MT",
"torch.mul.float_prec","torch","MT",
"torch.mul.get.float_prec","torch","MT",
"torch.mul.sum","torch","MT",
"torch.mul.unsqueeze","torch","MT",
"torch.mult","torch","MT",
"torch.multinomial","torch","MT","1"
"torch.multinomial.detach","torch","MT",
"torch.multinomial.float.transpose.contiguous.view","torch","MT",
"torch.multinomial.squeeze","torch","MT",
"torch.multinomial.unique","torch","MT",
"torch.multinomial.view","torch","MT",
"torch.multiprocessing.set_sharing_strategy","torch","MT","3"
"torch.multiprocessing.set_start_method","torch","MT","3"
"torch.mv","torch","DCL","1"
"torch.ne","torch","MT","2"
"torch.ne.float","torch","MT",
"torch.ne.long.sum.data","torch","MT",
"torch.neg","torch","MT","2"
"torch.nn","torch","MT","1"
"torch.nn.AdaptiveAvgPool1d","torch","MT","14"
"torch.nn.AdaptiveAvgPool2d","torch","MT","240"
"torch.nn.AdaptiveAvgPool3d","torch","MT","8"
"torch.nn.AdaptiveAvgPool3d.eval","torch","MT",
"torch.nn.AdaptiveLogSoftmaxWithLoss","torch","MT",
"torch.nn.AdaptiveMaxPool1d","torch","MT","11"
"torch.nn.AdaptiveMaxPool2d","torch","MT","55"
"torch.nn.AdaptiveMaxPool3d","torch","MT","2"
"torch.nn.AdaptiveMaxPool3d.eval","torch","MT",
"torch.nn.add","torch","MT","1"
"torch.nn.AlphaDropout","torch","MT",
"torch.nn.AvgPool1d","torch","MT","7"
"torch.nn.AvgPool2d","torch","MT","81"
"torch.nn.AvgPool3d","torch","MT","2"
"torch.nn.BatchNorm1d","torch","MT","463"
"torch.nn.BatchNorm1d.to","torch","MT",
"torch.nn.BatchNorm2d","torch","MT","238"
"torch.nn.BatchNorm3d","torch","MT","11"
"torch.nn.BatchNormalization","torch","MT","1"
"torch.nn.BCELoss","torch","MT","93"
"torch.nn.BCELoss.cuda","torch","MT",
"torch.nn.BCEWithLogitsLoss","torch","MT","480"
"torch.nn.Bilinear","torch","MT","1"
"torch.nn.CELU","torch","MT","1"
"torch.nn.CNLLLoss","torch","MT",
"torch.nn.ConstantPad1d","torch","MT",
"torch.nn.ConstantPad3d","torch","MT",
"torch.nn.Conv1d","torch","MT","91"
"torch.nn.Conv2d","torch","MT","353"
"torch.nn.Conv2d.cuda","torch","MT",
"torch.nn.Conv2d.eval","torch","MT",
"torch.nn.Conv2d.to","torch","MT",
"torch.nn.Conv2d.__init__","torch","MT",
"torch.nn.Conv2d.__name__","torch","MT",
"torch.nn.Conv3d","torch","MT","17"
"torch.nn.Conv3d.cuda","torch","MT",
"torch.nn.Conv3d.eval","torch","MT",
"torch.nn.Conv3d.__name__","torch","MT",
"torch.nn.ConvTranspose1d","torch","MT",
"torch.nn.ConvTranspose2d","torch","MT","22"
"torch.nn.ConvTranspose2d.__name__","torch","MT",
"torch.nn.ConvTranspose3d","torch","MT","7"
"torch.nn.ConvTranspose3d.__name__","torch","MT",
"torch.nn.CosineEmbeddingLoss","torch","MT",
"torch.nn.CosineSimilarity","torch","MT","1"
"torch.nn.CosineSimilarity.forward","torch","MT",
"torch.nn.CrossEntropyLoss","torch","MT","391"
"torch.nn.CrossEntropyLoss.cuda","torch","MT",
"torch.nn.CrossEntropyLoss.to","torch","MT",
"torch.nn.CTCLoss","torch","MT",
"torch.nn.DataParallel","torch","MT","34"
"torch.nn.DataParallel.add","torch","MT",
"torch.nn.DataParallel.cuda","torch","MT",
"torch.nn.DataParallel.to","torch","MT",
"torch.nn.Dense","torch","MT","1"
"torch.nn.Dropout","torch","MT","1086"
"torch.nn.Dropout2d","torch","MT","116"
"torch.nn.Dropout3d","torch","MT","2"
"torch.nn.ELU","torch","MT","21"
"torch.nn.Embedding","torch","MT","320"
"torch.nn.Embedding.from_pretrained","torch","MT","49"
"torch.nn.Embedding.to","torch","MT",
"torch.nn.Embedding.weight","torch","MT",
"torch.nn.Embedding.__init__","torch","MT",
"torch.nn.EmbeddingBag","torch","MT","2"
"torch.nn.EmbeddingBag.from_pretrained","torch","MT","1"
"torch.nn.fit","torch","MT","1"
"torch.nn.Flatten","torch","MT","53"
"torch.nn.FractionalMaxPool2d","torch","MT","1"
"torch.nn.functional","torch","MT",
"torch.nn.functional.Activation","torch","MT","1"
"torch.nn.functional.adaptive_avg_pool1d","torch","MT","5"
"torch.nn.functional.adaptive_avg_pool1d.view","torch","MT",
"torch.nn.functional.adaptive_avg_pool2d","torch","MT","119"
"torch.nn.functional.adaptive_avg_pool2d.flatten","torch","MT",
"torch.nn.functional.adaptive_avg_pool2d.pow","torch","MT",
"torch.nn.functional.adaptive_avg_pool2d.squeeze","torch","MT",
"torch.nn.functional.adaptive_avg_pool2d.squeeze.squeeze","torch","MT",
"torch.nn.functional.adaptive_avg_pool2d.view","torch","MT",
"torch.nn.functional.adaptive_avg_pool3d","torch","MT","5"
"torch.nn.functional.adaptive_max_pool1d","torch","MT","3"
"torch.nn.functional.adaptive_max_pool1d.squeeze","torch","MT",
"torch.nn.functional.adaptive_max_pool1d.view","torch","MT",
"torch.nn.functional.adaptive_max_pool2d","torch","MT","10"
"torch.nn.functional.affine_grid","torch","MT","1"
"torch.nn.functional.avg_pool1d","torch","MT","11"
"torch.nn.functional.avg_pool2d","torch","MT","56"
"torch.nn.functional.avg_pool2d.pow","torch","MT",
"torch.nn.functional.avg_pool2d.sum","torch","MT",
"torch.nn.functional.avg_pool2d.view","torch","MT",
"torch.nn.functional.avg_pool3d","torch","MT","5"
"torch.nn.functional.avg_pool3d.squeeze","torch","MT",
"torch.nn.functional.avg_pool3d.view","torch","MT",
"torch.nn.functional.batch_norm","torch","MT",
"torch.nn.functional.binary_cross_entropy","torch","MT","25"
"torch.nn.functional.binary_cross_entropy_with_logits","torch","MT","94"
"torch.nn.functional.celu","torch","MT","3"
"torch.nn.functional.conv1d","torch","MT","1"
"torch.nn.functional.conv1d.data.numpy","torch","MT",
"torch.nn.functional.conv2d","torch","MT","21"
"torch.nn.functional.conv2d.","torch","MT",
"torch.nn.functional.conv2d.data","torch","MT",
"torch.nn.functional.conv2d.reshape","torch","MT",
"torch.nn.functional.conv2d.squeeze","torch","MT",
"torch.nn.functional.conv3d","torch","MT","2"
"torch.nn.functional.conv_transpose3d","torch","MT",
"torch.nn.functional.cosine_embedding_loss","torch","MT","3"
"torch.nn.functional.cosine_similarity","torch","MT","1"
"torch.nn.functional.cosine_similarity.item","torch","MT",
"torch.nn.functional.cosine_similarity.unsqueeze","torch","MT",
"torch.nn.functional.cross_entropy","torch","MT","40"
"torch.nn.functional.cross_entropy.backward","torch","MT",
"torch.nn.functional.cross_entropy.data.cpu.numpy","torch","MT",
"torch.nn.functional.cross_entropy.item","torch","MT",
"torch.nn.functional.cross_entropy.mean.numpy","torch","MT",
"torch.nn.functional.cross_entropy.mul_","torch","MT",
"torch.nn.functional.cross_entropy.view","torch","MT",
"torch.nn.functional.cross_entropy.view.squeeze","torch","MT",
"torch.nn.functional.ctc_loss","torch","MT",
"torch.nn.functional.dropout","torch","MT","68"
"torch.nn.functional.dropout.view","torch","MT",
"torch.nn.functional.dropout2d","torch","MT","5"
"torch.nn.functional.elu","torch","MT","10"
"torch.nn.functional.embedding","torch","MT",
"torch.nn.functional.embedding.squeeze","torch","MT",
"torch.nn.functional.exp","torch","MT",
"torch.nn.functional.gelu","torch","MT","3"
"torch.nn.functional.glu","torch","MT",
"torch.nn.functional.grad.conv2d_input.detach.numpy","torch","MT",
"torch.nn.functional.grad.conv2d_weight.detach.numpy","torch","MT",
"torch.nn.functional.grid_sample","torch","MT","2"
"torch.nn.functional.grid_sample.half","torch","MT",
"torch.nn.functional.group_norm","torch","MT",
"torch.nn.functional.gumbel_softmax","torch","MT","1"
"torch.nn.functional.hardtanh","torch","MT","1"
"torch.nn.functional.instance_norm","torch","MT",
"torch.nn.functional.interpolate","torch","MT","44"
"torch.nn.functional.interpolate.squeeze","torch","MT",
"torch.nn.functional.interpolate.view","torch","MT",
"torch.nn.functional.kl_div","torch","MT",
"torch.nn.functional.l1_loss","torch","MT","1"
"torch.nn.functional.l1_loss.data.item","torch","MT",
"torch.nn.functional.l1_loss.item","torch","MT",
"torch.nn.functional.l1_loss.sum.mean.argmin","torch","MT",
"torch.nn.functional.layer_norm","torch","MT",
"torch.nn.functional.layer_norm.permute","torch","MT",
"torch.nn.functional.leaky_relu","torch","MT","79"
"torch.nn.functional.leaky_relu_","torch","MT","2"
"torch.nn.functional.linear","torch","MT","77"
"torch.nn.functional.linear.float_prec","torch","MT",
"torch.nn.functional.logsigmoid","torch","MT","5"
"torch.nn.functional.logsigmoid.mean","torch","MT",
"torch.nn.functional.logsigmoid.squeeze","torch","MT",
"torch.nn.functional.logsigmoid.sum","torch","MT",
"torch.nn.functional.log_softmax","torch","MT","52"
"torch.nn.functional.log_softmax.data","torch","MT",
"torch.nn.functional.log_softmax.gather","torch","MT",
"torch.nn.functional.log_softmax.gather.squeeze","torch","MT",
"torch.nn.functional.lp_pool2d","torch","MT","1"
"torch.nn.functional.max_pool1d","torch","MT","15"
"torch.nn.functional.max_pool1d.squeeze","torch","MT",
"torch.nn.functional.max_pool2d","torch","MT","48"
"torch.nn.functional.max_pool2d.byte","torch","MT",
"torch.nn.functional.max_pool2d.squeeze","torch","MT",
"torch.nn.functional.max_pool2d.squeeze.squeeze","torch","MT",
"torch.nn.functional.max_pool3d","torch","MT","1"
"torch.nn.functional.max_unpool1d","torch","MT",
"torch.nn.functional.max_unpool2d","torch","MT",
"torch.nn.functional.max_unpool3d","torch","MT",
"torch.nn.functional.mse_loss","torch","MT","30"
"torch.nn.functional.mse_loss.cpu.item","torch","MT",
"torch.nn.functional.mse_loss.data","torch","MT",
"torch.nn.functional.mse_loss.item","torch","MT",
"torch.nn.functional.native_linear","torch","MT",
"torch.nn.functional.nll_loss","torch","MT","8"
"torch.nn.functional.nll_loss.backward","torch","MT",
"torch.nn.functional.nll_loss.data","torch","MT",
"torch.nn.functional.nll_loss.item","torch","MT",
"torch.nn.functional.normalize","torch","MT","94"
"torch.nn.functional.normalize.","torch","MT",
"torch.nn.functional.normalize.data.cpu.numpy","torch","MT",
"torch.nn.functional.normalize.mm","torch","MT",
"torch.nn.functional.normalize.numpy","torch","MT",
"torch.nn.functional.normalize.t","torch","MT",
"torch.nn.functional.normalize.unsqueeze","torch","MT",
"torch.nn.functional.one_hot","torch","MT","11"
"torch.nn.functional.one_hot.bool","torch","MT",
"torch.nn.functional.one_hot.float","torch","MT",
"torch.nn.functional.one_hot.float.transpose","torch","MT",
"torch.nn.functional.one_hot.squeeze","torch","MT",
"torch.nn.functional.one_hot.to","torch","MT",
"torch.nn.functional.one_hot.view.float","torch","MT",
"torch.nn.functional.pad","torch","MT","54"
"torch.nn.functional.pad.data","torch","MT",
"torch.nn.functional.pad.flip","torch","MT",
"torch.nn.functional.pad.squeeze","torch","MT",
"torch.nn.functional.pad.unsqueeze.unsqueeze","torch","MT",
"torch.nn.functional.pad.view","torch","MT",
"torch.nn.functional.pad.view.data.numpy","torch","MT",
"torch.nn.functional.pairwise_distance","torch","MT","1"
"torch.nn.functional.pdist","torch","MT",
"torch.nn.functional.prelu","torch","MT","3"
"torch.nn.functional.relu","torch","MT","298"
"torch.nn.functional.relu.contiguous.view","torch","MT",
"torch.nn.functional.relu.long","torch","MT",
"torch.nn.functional.relu.mean","torch","MT",
"torch.nn.functional.relu.pow","torch","MT",
"torch.nn.functional.relu.sum.item","torch","MT",
"torch.nn.functional.relu.t","torch","MT",
"torch.nn.functional.relu.view","torch","MT",
"torch.nn.functional.relu6","torch","MT",
"torch.nn.functional.relu6.div_","torch","MT",
"torch.nn.functional.relu_","torch","MT","13"
"torch.nn.functional.relu_.mul_.add_","torch","MT",
"torch.nn.functional.sigmoid","torch","MT","56"
"torch.nn.functional.sigmoid.contiguous","torch","MT",
"torch.nn.functional.sigmoid.cpu","torch","MT",
"torch.nn.functional.sigmoid.data","torch","MT",
"torch.nn.functional.sigmoid.data.cpu.numpy","torch","MT",
"torch.nn.functional.sigmoid.detach","torch","MT",
"torch.nn.functional.sigmoid.detach.cpu.numpy","torch","MT",
"torch.nn.functional.sigmoid.detach.to.numpy","torch","MT",
"torch.nn.functional.sigmoid.squeeze","torch","MT",
"torch.nn.functional.sigmoid.squeeze.cpu.numpy","torch","MT",
"torch.nn.functional.smooth_l1_loss","torch","MT","3"
"torch.nn.functional.smooth_l1_loss.mul_","torch","MT",
"torch.nn.functional.softmax","torch","MT","245"
"torch.nn.functional.softmax.argmax.cpu.data.numpy.astype","torch","MT",
"torch.nn.functional.softmax.cpu","torch","MT",
"torch.nn.functional.softmax.cpu.data.numpy","torch","MT",
"torch.nn.functional.softmax.cpu.detach.numpy","torch","MT",
